name,line
Kanye,"I hope
"
Kanye,"The only thing that I pray is that my feet don't fail me now
"
Kanye,"And I don't think there's nothin' I can do now to right my wrongs
"
Kanye,"I wanna talk to God but I'm afraid 'cause we ain't spoke in so long
"
Kanye,"So long, so long
"
Kanye,"To the hustlers, killers, murderers, drug dealers, even the scrippers
"
Kanye,"To the victims of welfare feel we livin' in Hell here, hell yeah
"
Kanye,"Now, hear ye, hear ye, want to see Thee more clearly
"
Kanye,"I know He hear me when my feet get weary
"
Kanye,"'Cause we're the almost nearly extinct
"
Kanye,"We rappers is role models: we rap, we don't think
"
Kanye,"I ain't here to argue about His facial features
"
Kanye,"Or here to convert atheists into believers
"
Kanye,"I'm just tryna say the way school need teachers
"
Kanye,"The way Kathie Lee needed Regis, that's the way I need Jesus
"
Kanye,"So here go my single, dawg, radio needs this
"
Kanye,"They say you can rap about anything except for Jesus
"
Kanye,"That means guns, sex, lies, videotape
"
Kanye,"But if I talk about God my record won't get played, huh?
"
Kanye,"Well if this take away from my spins
"
Kanye,"Which'll probably take away from my ends
"
Kanye,"Then I hope this take away from my sins
"
Kanye,"And bring the day that I'm dreamin' about
"
Kanye,"Next time I'm in the club, everybody screamin' out
"
Kanye,"When it comes to being true, at least true to me
"
Kanye,"One thing I've found, one thing I found
"
Kanye,"Oh no, you'll never let me down
"
Kanye,"Get up, I get down, get up, I get down
"
Kanye,"Yo, first I snatched the streets, then I snatched the charts
"
Kanye,"First I had they ear, now I have they heart
"
Kanye,"Rappers came and went, I've been here from the start
"
Kanye,"I seen them put it together, watched them take it apart
"
Kanye,"Seen the Rovers roll up with ribbons
"
Kanye,"I seen them re-po'd, re-sold, then re-driven
"
Kanye,"So when I reload, he holds number one position
"
Kanye,"When you hot, I'm hot
"
Kanye,"And when your feet cold, mines is sizzling
"
Kanye,"This is not an image, this is God-given
"
Kanye,"This is hard-livin', mixed with Cristal sippin'
"
Kanye,"It's the most consistent, Hov
"
Kanye,"Give you the most hits you can fit inside a whole disc and
"
Kanye,"It's Hov tradition, Jeff Gordon of rap
"
Kanye,"I'm back to claim pole position, holla at ya boy
"
Kanye,"Get up, I get down, get up
"
Kanye,"I get down for my grandfather who took my mama
"
Kanye,"Made her sit in that seat where white folks ain't want us to eat
"
Kanye,"At the tender age of 6, she was arrested for the sit-ins
"
Kanye,"And with that in my blood I was born to be different
"
Kanye,"But we can make it to Jacob's and to the dealership
"
Kanye,"That's why I hear new music and I just don't be feelin' it
"
Kanye,"Racism's still alive, they just be concealin' it
"
Kanye,"But I know they don't want me in the damn club
"
Kanye,"They even made me show ID to get inside of Sam's Club
"
Kanye,"I done did dirt and went to church to get my hands scrubbed
"
Kanye,"Swear I've been baptized 'least three or four times
"
Kanye,"It's gonna take a lot more than coupons to get us saved
"
Kanye,"Like it take a lot more than doo rags to get you waves
"
Kanye,"Nothing sad as that day my girl's father passed away
"
Kanye,"So I promised to Mr. Rainey I'm gonna marry your daughter
"
Kanye,"And you know I gotta thank you for the way that she was brought up
"
Kanye,"And I know that you were smiling when you see the car I bought her
"
Kanye,"You sent tears from heaven when you seen my car get balled up
"
Kanye,"But I can't complain what the accident did to my left eye
"
Kanye,"'Cause look what an accident did to Left Eye
"
Kanye,"First Aaliyah now Romeo must die
"
Kanye,"I know I got angels watching me from the other side
"
Kanye,"We are all here for a reason on a particular path
"
Kanye,"You don't need a curriculum to know that you're a part of the math
"
Kanye,"Cats think I'm delirious but I'm so damn serious
"
Kanye,"That's why I expose my soul to the globe; the world
"
Kanye,"I'm trying to make it better for these little boys and girls
"
Kanye,"I'm not just another individual
"
Kanye,"My spirit is a part of this that's why I get spiritual
"
Kanye,"But I get my hymns from Him
"
Kanye,"So it's not me, it's He that's lyrical
"
Kanye,"I'm not a miracle, I'm a heaven-sent instrument
"
Kanye,"My rhythmatic regiment navigates melodic notes
"
Kanye,"For your soul and your mental
"
Kanye,"That's why I'm instrumental, vibrations is what I'm into
"
Kanye,"Yeah I need my loot by rent day
"
Kanye,"But that ain't what gives me the heart of Kunta Kinte
"
Kanye,"I'm trying to get us ""us free"" like Cinque
"
Kanye,"I can't stop, that's why I'm hot
"
Kanye,"Determination, dedication, motivation
"
Kanye,"I'm talking to you of my many inspirations
"
Kanye,"When I say I can't let you or self-down
"
Kanye,"If I were on the highest cliff, on the highest riff
"
Kanye,"And if you slipped off the side and clinched on to your life
"
Kanye,"In my grip, I would never ever let you down
"
Kanye,"And when these words are found
"
Kanye,"Let it be known that God's penmanship has been signed
"
Kanye,"With a language called love
"
Kanye,"That's why my breath is felt by the deaf
"
Kanye,"And while my words are heard and confined to the ears of the blind
"
Kanye,"I too dream in color and in rhyme
"
Kanye,"So I guess I'm one of a kind in a full house
"
Kanye,"'Cause whenever I open my heart, my soul or my mouth
"
Kanye,"A touch of God reigns out
"
Kanye,"Take 'em to church
"
Kanye,"One thing I found, one thing I found
"
Kanye,"Get up, I get, get up, I get
"
Kanye,"Get up, I get, get up, I get down
"
Kanye,"Who else you know been hot this long?
"
Kanye,"Started from nothing but he got this strong
"
Kanye,"Built the Roc from a pebble, peddled rock before I met you
"
Kanye,"Let you tell it, man, I'm falling
"
Kanye,"Well, somebody must have caught him
"
Kanye,"'Cause every fourth quarter, I like to Mike Jordan them
"
Kanye,"Number one albums, what I got? Like four of them
"
Kanye,"More of them on the way, the eighth wonder on the way
"
Kanye,"Clear the way, I'm here to stay
"
Kanye,"Y'all can save the chitter chat, this and that
"
Kanye,"This is Jay, dissing Jay will get you maced
"
Kanye,"Six Hail Marys, 'Please Father forgive us'
"
Kanye,"They way y'all all follow Jigga
"
Kanye,"Hov's a living legend and I'll tell you why
"
Kanye,"Everybody wanna be Hov and Hov's still alive
"
Kanye,"Uh-uh, I'm tryna catch the beat, uh
"
Kanye,"I'm tryna to catch the beat
"
Kanye,"I'm tryna to catch the beat, uh uh, uh
"
Kanye,"N-now, th-th-throw your motherfuckin' hands
"
Kanye,"All the girls pass the weed to yo' motherfuckin' man
"
Kanye,"Now I ain't never tell you to put down your hands
"
Kanye,"And if you're losin' your high then smoke again
"
Kanye,"N-n-n-now, my flow
"
Kanye,"Is in the pocket like wallets, I got the bounce like hydraulics
"
Kanye,"I can't call it, I got the swerve like alcohol-ics
"
Kanye,"My freshman year I was going through hella problems
"
Kanye,"'Til I, built up the nerve to drop my ass up out of college
"
Kanye,"My teacher said I'se a loser, I told her ""Why don't you kill me?""
"
Kanye,"I give a fuck if you fail me, I'm gonna fol-low my heart
"
Kanye,"And if you follow the charts, or the plaques or the stacks
"
Kanye,"You ain't gotta guess who's back, you see
"
Kanye,"I'm so Chi that you thought I was bashful
"
Kanye,"But this bastard's flow will bash your skull
"
Kanye,"And I will, cut your girl like Pastor Tro'
"
Kanye,"And I don't, usually smoke, but pass the 'dro
"
Kanye,"And I won't, give you that money that you askin' for
"
Kanye,"Why you think me and Dame cool? We assholes
"
Kanye,"That's why we hear your music in fast forward
"
Kanye,"'Cause we don't wanna hear that weak shit no mo'
"
Kanye,"All the girls pass the weed to your motherfuckin' man
"
Kanye,"And if you're losin' yo' high, then smoke again
"
Kanye,"E-mailing me at 11:26?
"
Kanye,"Telling me that she 36-26, plus double-d
"
Kanye,"You know how girls on Black Planet be when they get bubbly
"
Kanye,"At NYU but she hail from Kansas
"
Kanye,"Right now she just lampin', chillin' on campus
"
Kanye,"Sent me a picture with her feelin' on Candice
"
Kanye,"Who said her favorite rapper was the late great Francis
"
Kanye,"W-H-I-T, it's getting late mami
"
Kanye,"Your screen saver say tweet, so you got to ""call me""
"
Kanye,"And bring a friend for my friend, his name Kweli
"
Kanye,"Yo Kwe, she don't believe me, please pick up the line
"
Kanye,"She gon' think that I'm lyin', just spit a couple of lines
"
Kanye,"Then maybe I'll be able to give her dick all the time
"
Kanye,"And get her high! Owww!
"
Kanye,"But never-mind, I need some tracks, you tryin' to pull tracks out
"
Kanye,"And my rhymes is finna blow, you trying to blow backs out
"
Kanye,"Well okay, you twisted my arm, I'll assist with the charm
"
Kanye,"Ayo, ain't you meet that chick at that conference with your moms?
"
Kanye,"And sister's the bomb, boy she got the bougie behavior
"
Kanye,"Always got something to say like a okay playa hater
"
Kanye,"Anyways, I don't usually fuck with the Internet
"
Kanye,"Or chicks with birth control stuck to they arm like Nicorette
"
Kanye,"Now I apologize if I come off a little inconsiderate
"
Kanye,"I got the bubba kush and a sister could get a hit of it, yeah
"
Kanye,"Yo, yo
"
Kanye,"Get 'em high like noon or the moon
"
Kanye,"Or a room filled with smoke, a hype-filled with dope
"
Kanye,"Y'all assumed I was doomed, out of tune
"
Kanye,"Real rappers is hard to find, like a remote
"
Kanye,"Control rap is out of
"
Kanye,"Used to, but still got love
"
Kanye,"That's why I abuse you who are not thugs
"
Kanye,"Rock clubs, it's like Tiger Woods in the hood
"
Kanye,"Should have my own reality show, called Soul Survivor
"
Kanye,"You's a bitch I got ones that are thicker than you
"
Kanye,"How could I ever let your words affect me?
"
Kanye,"They say hip-hop is dead, I'm here to resurrect me
"
Kanye,"Marsha's too sexy to even make songs like these
"
Kanye,"That's why the raw don't know your name, like Alicia Keys
"
Kanye,"Too many featured emcees, and pro-ducers is popular
"
Kanye,"Twelve thousand spins, nobody got to coppin' a
"
Kanye,"Album, how come you the hot garbage of
"
Kanye,"The year? It's clear your image is looped up
"
Kanye,"Label got you souped up, tellin' you you sick
"
Kanye,"When you a dick with a loose nut
"
Kanye,"Video hard to watch like Medusa
"
Kanye,"Even your club record need a booster, chimped up
"
Kanye,"Red across your head, I'm bred king like Simba
"
Kanye,"Bolder than Denver, I ain't a Madd Rapper
"
Kanye,"Just a emcee with a temper
"
Kanye,"You dancin' for money like Honey, I did this my way
"
Kanye,"So when the industry crash, I survive like Kanye
"
Kanye,"Spittin' through wires and fires, emcees retirin'
"
Kanye,"Got your hands up, get them motherfuckers higher then
"
Kanye,"*Key*
"
Kanye,"You just popped in the Kanye West
"
Kanye,"Get Right for the Summer workout tape
"
Kanye,"And ladies if you follow these instructions exactly
"
Kanye,"You might be able to pull you a rapper, a NBA player
"
Kanye,"Man, at least a dude with a car
"
Kanye,"So, first of all, we gonna work on the stomach
"
Kanye,"Nobody wants a little tight ass
"
Kanye,"1, and 2, and 3, and 4, and get them sit ups right, and
"
Kanye,"Tuck your tummy tight and do your crunches like this
"
Kanye,"Give head, stop, breathe, get up, check your weave
"
Kanye,"Don't drop the blunt and disrespect the weed
"
Kanye,"Pick up your son and don't disrespect your seed
"
Kanye,"It's a party tonight and ooh she's so excited
"
Kanye,"Tell me who's invited: you, your friends and my dick
"
Kanye,"Henny makes girls look like Halle Berry to me
"
Kanye,"So excuse me miss, I forgot your name
"
Kanye,"Thank you, God bless you, good night I came, I came, I came
"
Kanye,"It's been a week without me
"
Kanye,"And she feel weak without me
"
Kanye,"She wanna talk it out but
"
Kanye,"Ain't nothing to talk about
"
Kanye,"Unless she's talking about freaking out
"
Kanye,"Then maybe we can work it out
"
Kanye,"Work it out, work it out
"
Kanye,"Work it out, work it out now
"
Kanye,"Maybe we can work it out
"
Kanye,"Oh, girl, your silhouette make me wanna light a cigarette
"
Kanye,"My name Kanye from the Jigga set, Twista said ""Get It Wet""
"
Kanye,"Ooh girl your breath is harsh!
"
Kanye,"Cover your mouth up like you got SARS
"
Kanye,"Off them tracks yea I bought them cars
"
Kanye,"We ain't sweating to the oldies, we juking to a cold beat
"
Kanye,"Maybe one day girl we can bone
"
Kanye,"So you can brag to all your homies now
"
Kanye,"But I still mess with a big girl, if you ain't fit girl, I'll still hit girl
"
Kanye,"1 and, you brought 2 friends, ok, 3 more now hop in the Benz
"
Kanye,"4-door: do you know the difference between a 5, 6, 7, 8?
"
Kanye,"All the mocha lattes, you gotta do Pilates
"
Kanye,"You gotta pop this tape in before you start back dating
"
Kanye,"Hustlers, gangstas, all us ballas
"
Kanye,"Hi, my name is Jill, I just want to say thanks to Kanye's workout plan. I was able to pull a NBA player. And like now I shop every day on Rodeo Drive. I just want to say, thank you Kanye! Woooo! Woooo! Woooo!
"
Kanye,"My name is Lasandra, and I just want to say that ever since listening to Kanye's workout tape, I was able to get my phone bill paid, I got sounds and 13's put up in my Cavalier and I was able to get a free trip to Cancun. And what's most importantly is that I ain't gotta fuck with Ray-Ray's broke ass no mo'
"
Kanye,"My name is Ella-May from Mobile, Alabama, and I just want to say since listening to Kanye's workout tape, I been able to date outside the family, I got a double wide, and I rode a plane, rode a plane, rode a plane
"
Kanye,"Thanks to Kanye's workout plan
"
Kanye,"I'm the envy of all my friends
"
Kanye,"See I pulled me a baller man
"
Kanye,"And I ain't gotta work at the mall again
"
Kanye,"I wanna see you work out
"
Kanye,"That's right, put in work, move your ass, go berserk
"
Kanye,"Eat your salad, no dessert, get that man you deserve
"
Kanye,"It's Kanye's workout plan
"
Kanye,"That's right, put in work
"
Kanye,"Move your ass, go berserk
"
Kanye,"Eat your salad, no dessert
"
Kanye,"Get that man you deserve
"
Kanye,"I want to see you work out for me
"
Kanye,"Whoa, yeah, whoa yeah
"
Kanye,"Do-do-do-do-do-do-do-do-do-do, yo
"
Kanye,"Kanye, it's Foxx, man
"
Kanye,"I'm just sayin' I was talkin' to the girls you know
"
Kanye,"And we don't put enough emphasis on the ladies sometime
"
Kanye,"You know, I was talkin' to this girl
"
Kanye,"She was talkin' about the music all fast in the club you know
"
Kanye,"She gotta drink water 'cause she thirsty
"
Kanye,"She danced like 92 hundred songs back to back
"
Kanye,"With ain't nobody really try to find out what she feelin'
"
Kanye,"Like how she feel... you know what she told me?
"
Kanye,"She said she want some Marvin Gaye, some Luther Vandross
"
Kanye,"A little Anita will definitely set this party off right
"
Kanye,"She said she want some Ready for the World, some New Edition
"
Kanye,"Some Minnie Riperton will definitely set this party off right
"
Kanye,"It definitely will!
"
Kanye,"You know what I told her?
"
Kanye,"I told her to drive over in yo new whip, bring some friends you cool wit
"
Kanye,"I'ma bring the cool whip, then I want you to strip
"
Kanye,"See you is my new chick, so we get our grind on
"
Kanye,"She be grabbin', callin' me Biggie like Shyne home
"
Kanye,"Man I swear she fine homes, why she always lyin' though?
"
Kanye,"Tellin' me them diamonds, when she know they rhinestones
"
Kanye,"She got a light-skinned friend look like Michael Jackson
"
Kanye,"Got a dark-skinned friend look like Michael Jackson
"
Kanye,"I played Ready for the World, she was ready for some action
"
Kanye,"My dog said you ain't no freak so you 'bout to prove my man wrong
"
Kanye,"I'ma play this Vandross, you gon' take yo pants off
"
Kanye,"I'ma play this Gladys Knight, me and you gon' get right
"
Kanye,"Smokey Robinson, Smokey Robinson
"
Kanye,"Set the party, really set the party off right
"
Kanye,"Al Green, oh! Al Green, ohh yeah!
"
Kanye,"Oooh!!!
"
Kanye,"Whatcha know about the Isley Brothers?
"
Kanye,"Now Kanye, I know I told you to slow it down, baby
"
Kanye,"It's good, it's all good, it's beautiful
"
Kanye,"But now I need you to do it faster baby
"
Kanye,"Can you please? Do it faster, baby, do it faster!
"
Kanye,"Damn, baby; I can't do it that fast... but I know somebody who can, Twista!
"
Kanye,"Got you looking at the glist on my hands and wrist
"
Kanye,"While I'm layin' back and smoking on my cannabis
"
Kanye,"When it come to rockin' the rhythm like Marvin and Luther
"
Kanye,"I can tell you ain't no messin' with Kan Man and Twist
"
Kanye,"In the Chi and I be sippin' Hennessy, play some R&B
"
Kanye,"While I smoke a b, you can preferably find that I'm a G
"
Kanye,"Come wit me and sip on some Evelyn Champagne
"
Kanye,"You ain't know Twista could work it like the Whispers?
"
Kanye,"Hit the stop light, move it to some Isleys
"
Kanye,"Rims still movin' so I bump a lil' Spinners
"
Kanye,"While I'm smoking on a b, dippin' through the streets
"
Kanye,"Bumpin' R&B and I got the heat on the 23's
"
Kanye,"Wit my Earth in the Wind smoking Fire
"
Kanye,"Let me get ya sheets wet listenin' to Keith Sweat
"
Kanye,"Put you in a daze wit Maze
"
Kanye,"Fulfilling our every temptation
"
Kanye,"Slow jammin', havin' deep sex
"
Kanye,"You ready for the world girl, come on go wit me
"
Kanye,"I touch you all over your body baby don't say no to me
"
Kanye,"And every moment be controlling me
"
Kanye,"I'm lovin' the way you be holdin' me when I be listenin' to Jodeci
"
Kanye,"And when I come over and bend ya ass
"
Kanye,"You be bumpin' Teddy Pendergrass
"
Kanye,"I done hit it from the back, to the melody and rode it slow
"
Kanye,"Now I got to go up in it fast, but I'ma finish last
"
Kanye,"No matter how much of a thug you see
"
Kanye,"I still spit it like it's R&B, come to the club wit' me
"
Kanye,"And when some Luther come on I hope you feelin' me
"
Kanye,"And still will be in love wit' me, Chi ride
"
Kanye,"Yeah, breathe in, breathe out
"
Kanye,"If ya iced up, pull ya sleeves out
"
Kanye,"Push a big truck, pull ya keys out
"
Kanye,"Girls go wild and pull ya D's out
"
Kanye,"Breathe in, breathe out
"
Kanye,"Let them hoes fight, pull her weave out
"
Kanye,"Golly, more of that bullshit ice rap
"
Kanye,"But is it cool to rap about gold
"
Kanye,"Ice chain, Carti lens, and a knapsack
"
Kanye,"Always said if I rapped I'd say somethin' significant
"
Kanye,"But now I'm rappin' 'bout money, hoes, and rims again
"
Kanye,"And it's still about the Benjamins
"
Kanye,"Big faced hundreds and whatever other synonyms
"
Kanye,"Strippers named Cinnamon, more chips than Pentium
"
Kanye,"""What'cha gon' buy next?"" Whatever new trend it is
"
Kanye,"I'm tryin' to spend my stacks, and I'm so broke
"
Kanye,"I look back like ""Damn, was I on crack?""
"
Kanye,"I mean, twelve platinum chains, was I on that?
"
Kanye,"What the hell was wrong with me dog?
"
Kanye,"Sing along with me y'all
"
Kanye,"Now even though I went to college
"
Kanye,"And dropped out of school quick
"
Kanye,"I always had a Ph.D: a pretty huge dick
"
Kanye,"Ladies tired of gettin' ripped off by guys like this
"
Kanye,"And givin' head is like a whale that's usin' a toothpick
"
Kanye,"Well, I'm in the club for a limited time
"
Kanye,"Act now and get some action for a $free.99
"
Kanye,"Later on, I might charge for ménage
"
Kanye,"Heard her man was the boss of the floss
"
Kanye,"But she still want to toss me the drawers
"
Kanye,"And it ain't gon' cost me because she my caddy
"
Kanye,"Cuz she grabbed my golf balls in the club
"
Kanye,"And I'm still actin' calm den-a-muhh, she asked
"
Kanye,"""Can you drive me in the hundreds where my Altima was?""
"
Kanye,"While we drive she tellin' me 'bout problems with her man
"
Kanye,"Baby, I fully understand, let me help you with a plan
"
Kanye,"Give me some head, that'll really piss him off
"
Kanye,"In the four dash six, bitch you can go ask
"
Kanye,"So when I go fast popo just laugh
"
Kanye,"Right until I run out of gas or 'til I go crash
"
Kanye,"Whatever comes first I'm prepared for the worst
"
Kanye,"Whatever comes second I'll be there with my weapon
"
Kanye,"Pullin' up in the Lexuses, one on both hand
"
Kanye,"So I guess them GSes was ambidextrous
"
Kanye,"Coulda sworn her breasteses was sendin' me messages
"
Kanye,"""K I need a free hand mammogram
"
Kanye,"I got weed, drink, and a Handicam
"
Kanye,"All of which is legal in Amsterdam""
"
Kanye,"So say my name like Candyman
"
Kanye,"And I'ma come and fix you up like the handyman
"
Kanye,"But if you don't need a fix, girl you gotta leave
"
Kanye,"You can't take that all at one time ya gotta breathe
"
Kanye,"""And you say Chi city?"" scratched repeatedly
"
Kanye,"Now beat that!
"
Kanye,"And your mother's saying ""Go to college""
"
Kanye,"So you finish college and it's wonderful
"
Kanye,"You feel so good
"
Kanye,"And after all the partying and craziness
"
Kanye,"And don't forget about that drug habit you picked up at school being around your peers
"
Kanye,"Hey!
"
Kanye,"Now you'll get that 25-thousand dollar job a year
"
Kanye,"And you'll spend all your money on crack cocaine
"
Kanye,"But, it'll be YOUR money
"
Kanye,"No more borrowing from mom for my high!
"
Kanye,"So now you get your degree tattooed on your back
"
Kanye,"Cause you're so excited about it
"
Kanye,"If you continue to work at the Gap, after several interviews, oh my God
"
Kanye,"You'll come in at a entry-level position
"
Kanye,"And when you do that
"
Kanye,"If you kiss enough ass
"
Kanye,"You'll move up to the next level
"
Kanye,"Which is being the secretary's secretary
"
Kanye,"And boy is that great
"
Kanye,"You get to take messages for the secretary
"
Kanye,"Who NEVER went to college
"
Kanye,"She's actually the boss's niece!
"
Kanye,"So now you're part of the family
"
Kanye,"You know what college does for you?
"
Kanye,"It makes you really smart, man
"
Kanye,"All you kids wanted to talk in the back of the class
"
Kanye,"Not me, I listened
"
Kanye,"Okay?
"
Kanye,"I was a hall monitor
"
Kanye,"This was meant to be
"
Kanye,"You know how many classes I took?
"
Kanye,"Extra classes, extra classes
"
Kanye,"No, I've never had sex
"
Kanye,"But you know what?
"
Kanye,"My degree keeps me satisfied
"
Kanye,"When a lady walks up to me and says
"
Kanye,"""Hey, you know what's sexy?""
"
Kanye,"No, I don't know what it is
"
Kanye,"But I bet I can add up all the change in your purse
"
Kanye,"Very fast
"
Kanye,"School spirit, motherfucker
"
Kanye,"Alpha, step, Omega, step
"
Kanye,"Kappa, step, Sigma, step
"
Kanye,"Gangstas walk, pimps gon' talk
"
Kanye,"Ooh, hecky nah, that boy is raw
"
Kanye,"AKA, step, Delta, step
"
Kanye,"S.G. Rho, step, Zeta, step
"
Kanye,"I'ma get on this TV, mama
"
Kanye,"I'ma, I'ma put shit down
"
Kanye,"Never, ever, never come back in style
"
Kanye,"Told 'em I finished school and I started my own business
"
Kanye,"They say, ""Oh you graduated?"" No, I decided I was finished
"
Kanye,"Chasing y'all dreams and what you've got planned
"
Kanye,"Now I spit it so hot, you got tanned
"
Kanye,"Back to school and I hate it there, I hate it there
"
Kanye,"Everything I want, I gotta wait a year, I wait a year
"
Kanye,"I went to Cheesecake, he was a motherfucking waiter there
"
Kanye,"I got a Jones like Norah for your soror-
"
Kanye,"Bring more of them girls, I've seen in The Aurora
"
Kanye,"Tammy, Becky, and Laura, or a Shirley
"
Kanye,"I'm trying to hit it early, like I'm in a hurry
"
Kanye,"See, that's how dude became the young Pootie Tang: ""tippy tow""
"
Kanye,"Roc-A-Fella chain, yeah that's my rapper style
"
Kanye,"Rosary piece, yeah that's my Catholic style
"
Kanye,"Red and white Ones, yeah that's my Kappa style
"
Kanye,"And I ain't even pledge
"
Kanye,"Crack my head on the steering wheel and I ain't even dead
"
Kanye,"If I could go through all that and still be breathing
"
Kanye,"Bitch, bend over, I'm here for a reason
"
Kanye,"I feel a woo coming on, cuz
"
Kanye,"There it was
"
Kanye,"I feel some woos coming on, cuz
"
Kanye,"A couple woos coming on, cuz
"
Kanye,"There they was
"
Kanye,"You keep it going man
"
Kanye,"You keep those books rolling
"
Kanye,"You pick up all those books that you're gonna read and not remember
"
Kanye,"And you roll, man
"
Kanye,"You get that associate's degree, okay?
"
Kanye,"Then you get your bachelor's
"
Kanye,"Then you get your masters
"
Kanye,"Then you get your masters' masters
"
Kanye,"Then you get your doctorate
"
Kanye,"You go man!
"
Kanye,"And then when everyone says quit
"
Kanye,"You show them those degrees, man
"
Kanye,"When everyone says ""Hey, you're not working, you're not making any money""
"
Kanye,"You say ""You look at my degrees, and you look at my life
"
Kanye,"Yeah, I'm 52! So what?
"
Kanye,"Hate all you want, but I'm smart, I'm so smart
"
Kanye,"And I'm in school
"
Kanye,"All these guys out here making money all these ways
"
Kanye,"And I'm spending mine to be smart!
"
Kanye,"You know why?
"
Kanye,"Cause when I die buddy
"
Kanye,"You know what's gonna keep me warm?
"
Kanye,"That's right, those degrees.""
"
Kanye,"Hey Jimmy, where you going?
"
Kanye,"I don't know where I'm goin'
"
Kanye,"My Dad died, and uh, he left me his degrees
"
Kanye,"My mom would always say ""Dad, why don't you work?""
"
Kanye,"But he just kept learning
"
Kanye,"All the other kids' parents were working and saving up money for school
"
Kanye,"And I was actually in school all while my dad was in school!
"
Kanye,"He was so greedy with degrees, he took my degree
"
Kanye,"And now I'm just glad he left me these
"
Kanye,"Because all the regular homeless people have newspaper, and look what I have
"
Kanye,"These are documented
"
Kanye,"My father left them to me
"
Kanye,"And I'm going to leave them to my kids
"
Kanye,"I'm going to learn too
"
Kanye,"I'm going to get super smart, so I, too, can die without money
"
Kanye,"But I'll be the smartest dead guy!
"
Kanye,"Who has that?
"
Kanye,"We in the streets, playa, get ya mail
"
Kanye,"It's only two places you end up, either dead or in jail
"
Kanye,"Still nowhere to go, still nowhere to go
"
Kanye,"Now throw ya hands up, hustlers, busters, boosters, hoes
"
Kanye,"Everybody, fuck that
"
Kanye,"Still nowhere to go
"
Kanye,"Two words, United States, no love, no breaks
"
Kanye,"Low brow, high stakes, crack smoke, black folks
"
Kanye,"Big Macs, fat folks, ecstasy capsules
"
Kanye,"Presidential scandals, everybody move
"
Kanye,"Two words, Mos Def, K. West, hot shit
"
Kanye,"Calm down, get back, ghetto people, got this
"
Kanye,"Game 'pon lock shit, gun 'pon cock shit
"
Kanye,"We won't stop shit, everybody move
"
Kanye,"Two words, BK, NY, Bed Stuy
"
Kanye,"Too harsh, too hungry, too many, that's why
"
Kanye,"These streets know game, can't ball, don't play
"
Kanye,"Heavy traffic, one lane, everybody move
"
Kanye,"Two words, Mos Def, Black Jack, hot shit
"
Kanye,"Game 'pon lock, gun 'pon cock
"
Kanye,"We won't stop, everybody move
"
Kanye,"And keep ya hands up, hustlers
"
Kanye,"Two words, Chi-town, South Side, worldwide
"
Kanye,"'Cause I, rep that, 'til I fuckin' die
"
Kanye,"One neck two chains, one waist two gats
"
Kanye,"One wall twenty plaques, dues paid, gimme that
"
Kanye,"I am limelight, Blueprint five mics
"
Kanye,"Go Getters rhyme like, should've been signed twice
"
Kanye,"Most imitated, Grammy nominated
"
Kanye,"Hotel accommodated, cheerleader prom-dated
"
Kanye,"Barbershop playa-hated, mom-and-pop bootlegged it
"
Kanye,"Felt like it rained 'til the roof caved in
"
Kanye,"Two words, Chi-town raised me crazy
"
Kanye,"So I live by two words: ""fuck you, pay me""
"
Kanye,"Screamin', ""Jesus, save me""
"
Kanye,"You know how the game be, I can't let 'em change me
"
Kanye,"Cause on judgment day, you gon' blame me
"
Kanye,"Look, God, it's the same me
"
Kanye,"And I basically know now, we get racially profiled
"
Kanye,"'Cuffed up and hosed down, pimped up and ho'd down
"
Kanye,"Plus I got a whole city to hold down
"
Kanye,"From the bottom so the top's the only place to go now
"
Kanye,"Now throw ya hands up hustlers, busters, boosters, hoes
"
Kanye,"Oh, everybody, fuck that
"
Kanye,"Two words, free way, two letters, AR
"
Kanye,"Like Jackie Joyner, you better sleep with your burner
"
Kanye,"The heat skeet, blow a reef through ya car, my God
"
Kanye,"Two words, no guns, break arms
"
Kanye,"Break necks, break backs, Steven Seagal
"
Kanye,"Free, young boss, freshman of the Roc
"
Kanye,"With the beef in the pot Jay sent for his dogs
"
Kanye,"To brawl, forget ya squad, better fend for yourself
"
Kanye,"Have you screamin' out four words, ""send for the law"", uh
"
Kanye,"Two words, Freeway slightly retarded
"
Kanye,"Fuck around, throw a clip in ya artist, leave with his broad
"
Kanye,"Calm down, move back
"
Kanye,"Motherfuckers askin' ""who is that?""
"
Kanye,"You know it's the almighty Black Jack
"
Kanye,"Mos Def, K. West
"
Kanye,"Ghetto people get this shit off ya chest
"
Kanye,"North to the south, to the east, to the west
"
Kanye,"Black Jack Johnson, it's no contest
"
Kanye,"Yo, Gee, they can't stop me from rappin', can they?
"
Kanye,"Can they, Hop?
"
Kanye,"Through the fire, to the limit, to the wall
"
Kanye,"For a chance to be with you, I'd gladly risk it all
"
Kanye,"Through the fire, through whatever, come what may
"
Kanye,"For a chance at loving you, I'd take it all the way
"
Kanye,"Right down to the wire, even through the fire
"
Kanye,"I spit it through the wire, man
"
Kanye,"There's too much stuff on my heart right now, man
"
Kanye,"I'd gladly risk it all right now
"
Kanye,"It's a life-or-death situation, man
"
Kanye,"Y'all, y'all don't really understand how I feel right now, man
"
Kanye,"It's your boy, Kanye to the…
"
Kanye,"Chi-Town, what's goin' on?
"
Kanye,"I drink a Boost for breakfast, an Ensure for dessert
"
